Unnamed: 0,chembl_id,canonical_smiles,MW,LogP,NumHDonors,NumHAcceptors,pIC50,QED,SAS,selfies,Pred pIC50
20,CHEMBL84022,CC(C)[C@H](NC(=O)[C@H](C)C[C@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](C)NC(=O)[C@@H](O)CC(F)(F)F)C(=O)NCc1ccncc1,637.7,1.771200000000001,6.0,7.0,6.657577319177793,0.163007126500856,4.18867525163053,[C][C][Branch1][C][C][C@H1][Branch2][Branch1][=Branch1][N][C][=Branch1][C][=O][C@H1][Branch1][C][C][C][C@H1][Branch1][C][O][C@H1][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][N][C][=Branch1][C][=O][C@H1][Branch1][C][C][N][C][=Branch1][C][=O][C@@H1][Branch1][C][O][C][C][Branch1][C][F][Branch1][C][F][F][C][=Branch1][C][=O][N][C][C][=C][C][=N][C][=C][Ring1][=Branch1],6.2467146
21,CHEMBL433329,CC[C@H](C)[C@H](O)C(=O)N[C@@H](CCCF)C(=O)N[C@@H](Cc1ccccc1)[C@@H](O)C[C@@H](CCCF)C(=O)N[C@H](C(=O)NCc1ccncc1)C(C)C,703.8720000000001,3.324500000000003,6.0,7.0,7.173925197299173,0.1031980145082009,4.528376158516327,[C][C][C@H1][Branch1][C][C][C@H1][Branch1][C][O][C][=Branch1][C][=O][N][C@@H1][Branch1][Branch1][C][C][C][F][C][=Branch1][C][=O][N][C@@H1][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C@@H1][Branch1][C][O][C][C@@H1][Branch1][Branch1][C][C][C][F][C][=Branch1][C][=O][N][C@H1][Branch1][#C][C][=Branch1][C][=O][N][C][C][=C][C][=N][C][=C][Ring1][=Branch1][C][Branch1][C][C][C],6.8926992
22,CHEMBL82102,CC(C)C[C@H](O)C(=O)N[C@@H](C)C(=O)N[C@@H](Cc1ccccc1)[C@@H](O)C[C@@H](C)C(=O)N[C@H](C(=O)NCc1ccncc1)C(C)C,611.7840000000001,1.8649000000000024,6.0,7.0,6.638272163982407,0.1586157670760928,4.043445227142339,[C][C][Branch1][C][C][C][C@H1][Branch1][C][O][C][=Branch1][C][=O][N][C@@H1][Branch1][C][C][C][=Branch1][C][=O][N][C@@H1][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C@@H1][Branch1][C][O][C][C@@H1][Branch1][C][C][C][=Branch1][C][=O][N][C@H1][Branch1][#C][C][=Branch1][C][=O][N][C][C][=C][C][=N][C][=C][Ring1][=Branch1][C][Branch1][C][C][C],6.3099136
23,CHEMBL84249,CC[C@H](C[C@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](C)NC(=O)[C@@H](O)C(C)C)C(=O)N[C@H](C(=O)N[C@@H](C)c1ccccc1)C(C)C,624.8230000000002,3.0309000000000026,6.0,6.0,7.221848749616356,0.1589234158533465,4.066973432943897,[C][C][C@H1][Branch2][Ring2][=Branch2][C][C@H1][Branch1][C][O][C@H1][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][N][C][=Branch1][C][=O][C@H1][Branch1][C][C][N][C][=Branch1][C][=O][C@@H1][Branch1][C][O][C][Branch1][C][C][C][C][=Branch1][C][=O][N][C@H1][Branch2][Ring1][C][C][=Branch1][C][=O][N][C@@H1][Branch1][C][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][Branch1][C][C][C],6.9394326
24,CHEMBL81671,CC(C)[C@H](NC(=O)OC(C)(C)C)C(=O)N[C@@H](C)C(=O)N[C@@H](Cc1ccccc1)[C@@H](O)C[C@@H](C)C(=O)N[C@H](C(=O)NCc1ccncc1)C(C)C,696.89,3.0072000000000045,6.0,8.0,6.313721321932799,0.1456535054158031,4.139246573068961,[C][C][Branch1][C][C][C@H1][Branch1][#C][N][C][=Branch1][C][=O][O][C][Branch1][C][C][Branch1][C][C][C][C][=Branch1][C][=O][N][C@@H1][Branch1][C][C][C][=Branch1][C][=O][N][C@@H1][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C@@H1][Branch1][C][O][C][C@@H1][Branch1][C][C][C][=Branch1][C][=O][N][C@H1][Branch1][#C][C][=Branch1][C][=O][N][C][C][=C][C][=N][C][=C][Ring1][=Branch1][C][Branch1][C][C][C],6.747226
25,CHEMBL312058,CC(C)[C@H](O)C(=O)N[C@@H](C)C(=O)N[C@@H](Cc1ccccc1)[C@@H](O)C[C@@H](C)C(=O)N[C@H](C(=O)NCc1ccncc1)C(C)C,597.7570000000002,1.4748000000000026,6.0,7.0,6.886056647693163,0.1702248684808643,3.990659275347719,[C][C][Branch1][C][C][C@H1][Branch1][C][O][C][=Branch1][C][=O][N][C@@H1][Branch1][C][C][C][=Branch1][C][=O][N][C@@H1][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C@@H1][Branch1][C][O][C][C@@H1][Branch1][C][C][C][=Branch1][C][=O][N][C@H1][Branch1][#C][C][=Branch1][C][=O][N][C][C][=C][C][=N][C][=C][Ring1][=Branch1][C][Branch1][C][C][C],6.583954
26,CHEMBL1790644,CC[C@H](C)[C@H](O)C(=O)N[C@@H](C)C(=O)N[C@@H](Cc1ccccc1)[C@@H](O)C[C@@H](C)C(=O)N[C@H](C(=O)NCc1ccncc1)C(C)C,611.7840000000001,1.8649000000000024,6.0,7.0,7.455931955649724,0.1586157670760928,4.136339461419135,[C][C][C@H1][Branch1][C][C][C@H1][Branch1][C][O][C][=Branch1][C][=O][N][C@@H1][Branch1][C][C][C][=Branch1][C][=O][N][C@@H1][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C@@H1][Branch1][C][O][C][C@@H1][Branch1][C][C][C][=Branch1][C][=O][N][C@H1][Branch1][#C][C][=Branch1][C][=O][N][C][C][=C][C][=N][C][=C][Ring1][=Branch1][C][Branch1][C][C][C],6.6744685
27,CHEMBL33724,CC(C)[C@H](O)C(=O)N[C@@H](CO)C(=O)N[C@@H](Cc1ccccc1)[C@@H](O)C[C@@H](C)C(=O)N[C@H](C(=O)NCc1ccncc1)C(C)C,613.7560000000002,0.4472000000000056,7.0,8.0,6.455931955649724,0.1337877886035793,4.041511380988492,[C][C][Branch1][C][C][C@H1][Branch1][C][O][C][=Branch1][C][=O][N][C@@H1][Branch1][Ring1][C][O][C][=Branch1][C][=O][N][C@@H1][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C@@H1][Branch1][C][O][C][C@@H1][Branch1][C][C][C][=Branch1][C][=O][N][C@H1][Branch1][#C][C][=Branch1][C][=O][N][C][C][=C][C][=N][C][=C][Ring1][=Branch1][C][Branch1][C][C][C],6.4607496
28,CHEMBL85378,CC(C)[C@H](O)C(=O)N[C@@H](COC(C)(C)C)C(=O)N[C@@H](Cc1ccccc1)[C@@H](O)C[C@@H](C)C(=O)N[C@H](C(=O)NCc1ccncc1)C(C)C,669.8639999999999,2.270000000000005,6.0,8.0,5.347753658996677,0.1399679066398692,4.240135346691947,[C][C][Branch1][C][C][C@H1][Branch1][C][O][C][=Branch1][C][=O][N][C@@H1][Branch1][O][C][O][C][Branch1][C][C][Branch1][C][C][C][C][=Branch1][C][=O][N][C@@H1][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C@@H1][Branch1][C][O][C][C@@H1][Branch1][C][C][C][=Branch1][C][=O][N][C@H1][Branch1][#C][C][=Branch1][C][=O][N][C][C][=C][C][=N][C][=C][Ring1][=Branch1][C][Branch1][C][C][C],5.448452
29,CHEMBL312956,CC(C)[C@H](O)C(=O)N[C@H](C(=O)N[C@@H](Cc1ccccc1)[C@@H](O)C[C@@H](C)C(=O)N[C@H](C(=O)NCc1ccncc1)C(C)C)C(C)C,625.8110000000001,2.1109000000000027,6.0,7.0,5.333482019445119,0.156417136427982,4.045652426914263,[C][C][Branch1][C][C][C@H1][Branch1][C][O][C][=Branch1][C][=O][N][C@H1][Branch2][Branch1][=Branch1][C][=Branch1][C][=O][N][C@@H1][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C@@H1][Branch1][C][O][C][C@@H1][Branch1][C][C][C][=Branch1][C][=O][N][C@H1][Branch1][#C][C][=Branch1][C][=O][N][C][C][=C][C][=N][C][=C][Ring1][=Branch1][C][Branch1][C][C][C][C][Branch1][C][C][C],5.434353
